nct_id,dropout_percentage_all,Clinical Title,Overall Status,Trial Phase,Allocation,Start Date,Completion Date,Primary Purpose,City,State,Zipcode,Gender,Minimum Age,Maximum Age,New Completion Date,New Start Date,length_of_trial
NCT01172821,5.427597272,Evaluation of Tiotropium 2.5 and 5 mcg Once Daily Delivered Via the Respimat® Inhaler Compared to Placebo and Salmeterol HydroFluoroAlkane (HFA) Metered Dose Inhaler (MDI) (50 mcg Twice Daily) in Patient With Moderate Persistent Asthma II,Completed,Phase 3,Randomized,August 2010,November 2012,Treatment,Los Angeles,California,,All,18 Years,75 Years,2012-11-01,2010-08-01,823.0
NCT01174563,6.666666667,A Study on the Correlation Between Tarceva (Erlotinib) - Induced Rash and Efficacy in EGFR Mutated Participants With Advanced Non-Small Cell Lung Cancer Receiving First-Line Therapy,Completed,Phase 2,,"May 23, 2011","December 20, 2016",Treatment,Afula,,18101,All,18 Years,,2016-12-01,2011-05-01,2041.0
NCT01177722,2.836652742,A Study of DTaP-IPV-Hep B-PRP-T Vaccine Given With Prevenar™ and Rotarix™ in Healthy Latin American Infants,Completed,Phase 3,Randomized,August 2010,December 2011,Prevention,Cali,,,All,55 Days,65 Days,2011-12-01,2010-08-01,487.0
NCT01178073,20.70117346,A Study of First-Line Ambrisentan and Tadalafil Combination Therapy in Subjects With Pulmonary Arterial Hypertension (PAH),Completed,Phase 3,Randomized,"October 1, 2010","July 31, 2014",Treatment,Birmingham,Alabama,35294,All,18 Years,75 Years,2014-07-01,2010-10-01,1369.0
NCT01181895,5.467266367,Study B2C112060: A Study of the Efficacy and Safety of Vilanterol Inhalation Powder in Adults and Adolescents With Persistent Asthma,Completed,Phase 3,Randomized,"September 1, 2010","August 26, 2011",Treatment,Huntington Beach,California,92647,All,12 Years,,2011-08-01,2010-09-01,334.0
NCT01183858,20.45250347,A Study of Tarceva (Erlotinib) to Compare Two Different Doses in in Currently Smoking Patients With Advanced or Metastatic Non-Small Cell Lung Cancer (CURRENTS),Completed,Phase 3,Randomized,October 2010,February 2014,Treatment,Beijing,Barcelona,100071,All,18 Years,,2014-02-01,2010-10-01,1219.0
NCT01185080,2.0,Efficacy Study in Allergic Rhinitis Patients After Intranasal Administration of AZD8848,Completed,Phase 2,Randomized,September 2010,January 2012,Treatment,Lund,Malmohus Lan,,All,18 Years,55 Years,2012-01-01,2010-09-01,487.0
NCT01189487,2.127659574,The Study of Unasyn-S 12g/Day for Community Acquired Pneumonia (CAP),Completed,Phase 3,Non-Randomized,October 2010,April 2011,Treatment,Seto-shi,Aichi-ken,,All,16 Years,79 Years,2011-04-01,2010-10-01,182.0
NCT01190215,2.631578947,Immunogenicity and Safety Study of FluarixTM Vaccine in Children Who Have Previously Been Vaccinated With PandemrixTM,Completed,Phase 4,Randomized,"October 4, 2010","July 7, 2011",Prevention,Tampere,,33100,All,10 Years,18 Years,2011-07-01,2010-10-01,273.0
NCT01192191,14.14698163,A Long-term Safety Study of Fluticasone Furoate (FF)/GW642444 in Japanese Subjects With COPD,Completed,Phase 3,Randomized,August 2010,January 2012,Treatment,Fukuoka,,811-2201,All,40 Years,,2012-01-01,2010-08-01,518.0
NCT01196026,5.126849894,Immunogenicity and Safety Study of Fluarix™ Vaccine in Children Who Have Previously Been Vaccinated With Pandemrix™,Completed,Phase 4,Randomized,"September 15, 2010","May 26, 2011",Prevention,Rotterdam,,3011 EN,All,1 Year,10 Years,2011-05-01,2010-09-01,242.0
NCT01196078,17.70050125,A Study of Tarceva (Erlotinib) in Elderly Patients With Advanced Non-Small Cell Lung Cancer,Completed,Phase 4,Randomized,February 2007,December 2010,Treatment,Taipei,,,All,70 Years,,2010-12-01,2007-02-01,1399.0
NCT01196975,3.12508311,A Study to Evaluate the Safety and Immunogenicity of GSK Biologicals' Seasonal Influenza Vaccine in Adults,Completed,Phase 3,Randomized,"October 1, 2010","June 24, 2011",Prevention,Mesa,Arizona,85213,All,18 Years,,2011-06-01,2010-10-01,243.0
NCT01196988,2.30924267,Immunogenicity and Safety Study of GSK Biologicals' Influenza Vaccine When Administered in Children,Completed,Phase 3,Randomized,"October 4, 2010","June 15, 2011",Prevention,Sacramento,California,95816,All,6 Months,17 Years,2011-06-01,2010-10-01,243.0
NCT01198756,5.059929038,A Study to Evaluate the Safety and Immunogenicity of GSK Biologicals' Seasonal Influenza Vaccine in Children,Completed,Phase 3,Randomized,"October 1, 2010","July 1, 2011",Prevention,Chandler,Arizona,85224,All,6 Months,17 Years,2011-07-01,2010-10-01,273.0
NCT01202188,7.371642787,"A Study to Assess the Efficacy, Safety and Tolerability of Once-daily (q.d.) QVA149 in Patients With Moderate to Severe Chronic Obstructive Pulmonary Disease (COPD)",Completed,Phase 3,Randomized,September 2010,March 2012,Treatment,Fullerton,California,92835,All,40 Years,,2012-03-01,2010-09-01,547.0
NCT01202903,3.625525947,Omalizumab in Patients With Moderate to Severe Persistent Allergic Asthma Not Adequately Controlled Despite GINA (2009) Step 4 Therapy,Completed,Phase 3,Randomized,September 2010,October 2013,Treatment,Beijing,Beijing,100023,All,18 Years,75 Years,2013-10-01,2010-09-01,1126.0
NCT01204671,1.198772312,Safety and Immunogenicity Study of GSK Biologicals' Seasonal Influenza Candidate Vaccine (GSK2321138A),Completed,Phase 3,Randomized,"October 4, 2010","June 6, 2011",Prevention,Chandler,Arizona,85224,All,18 Years,,2011-06-01,2010-10-01,243.0
NCT01204697,19.10660661,A Study of Erlotinib [Tarceva] as Monotherapy or Intermittent Dosing With Docetaxel in Patients With Advanced or Metastatic Non-Small Cell Lung Cancer. (TALISMAN),Completed,Phase 2,Randomized,November 2010,July 2014,Treatment,Avellino,Campania,83100,All,18 Years,,2014-07-01,2010-11-01,1338.0
NCT01214187,18.96551724,Study of Inhaled Carbon Monoxide to Treat Idiopathic Pulmonary Fibrosis,Completed,Phase 2,Randomized,July 2011,April 2015,Treatment,San Francisco,California,94143,All,18 Years,85 Years,2015-04-01,2011-07-01,1370.0
NCT01218126,12.81366318,"Randomised, Double-Blind, Placebo-Controlled, Parallel-Group, Multi-centre, Dose Ranging Study to Evaluate the Efficacy and Safety of Losmapimod Tablets Administered Twice Daily Compared With Placebo for 24 Weeks in Adult Subjects With Chronic Obstructive Pulmonary Disease (COPD).",Completed,Phase 2,Randomized,"November 4, 2010","December 21, 2011",Treatment,Birmingham,Alabama,35294,All,40 Years,,2011-12-01,2010-11-01,395.0
NCT01218308,4.31501548,A Study to Evaluate the Efficacy of GSK Biologicals' Influenza Vaccine in Children,Completed,Phase 3,Randomized,"December 9, 2010","January 9, 2012",Prevention,Dhaka,,1000,All,3 Years,8 Years,2012-01-01,2010-12-01,396.0
NCT01218646,0.7239583333,Study of Quadrivalent Influenza Vaccine Among Adults,Completed,Phase 3,Randomized,October 2010,April 2011,Prevention,Hoover,Alabama,35216,All,18 Years,,2011-04-01,2010-10-01,182.0
NCT01222403,0.2638522427,A Post-marketing Study to Monitor the Safety of a MF59-adjuvanted Influenza Vaccine Administered in Korean Subjects Aged 65 Years or Older,Completed,Phase 4,Non-Randomized,October 2010,October 2014,Prevention,Gimpo-si,Gyeonggi-do,415-040,All,65 Years,,2014-10-01,2010-10-01,1461.0
NCT01225211,4.825908858,Study of VX-809 Alone and in Combination With VX-770 in Cystic Fibrosis (CF) Patients Homozygous or Heterozygous for the F508del-CFTR Mutation,Completed,Phase 2,Randomized,October 2010,April 2014,Treatment,Birmingham,Alabama,,All,18 Years,,2014-04-01,2010-10-01,1278.0
NCT01227278,10.88235294,A Study to Evaluate the Effectiveness of MEDI-563 in Subjects With Chronic Obstructive Pulmonary Disease (COPD),Completed,Phase 2,Randomized,November 2010,July 2013,Treatment,Los Angeles,California,,All,40 Years,85 Years,2013-07-01,2010-11-01,973.0
NCT01227421,6.068342303,Safety and Efficacy Study of Nitazoxanide in the Treatment of Acute Uncomplicated Influenza,Completed,Phase 2/Phase 3,Randomized,December 2010,May 2011,Treatment,Elmira,New York,14901,All,12 Years,65 Years,2011-05-01,2010-12-01,151.0
NCT01227967,4.310591213,"Comparing the Efficacy, Safety, and Tolerability of Combination Antivirals (Amantadine, Ribavirin, Oseltamivir) Versus Oseltamivir for the Treatment of Influenza in Adults at Risk for Complications",Completed,Phase 2,Randomized,September 2010,"March 30, 2017",Treatment,Birmingham,Alabama,35211,All,18 Years,,2017-03-01,2010-09-01,2373.0
NCT01229150,6.666666667,Randomized Phase II Study of AZD6244 (Mitogen-activated Protein Kinase Inhibitor) MEK-Inhibitor With Erlotinib in KRAS Wild Type Advanced Non-Small Cell Lung Cancer (NSCLC) and a Randomized Phase II Study of AZD6244 With Erlotinib in Mutant KRAS Adva...,Completed,Phase 2,Randomized,"October 26, 2010","November 21, 2015",Treatment,Davis,California,95616,All,18 Years,,2015-11-01,2010-10-01,1857.0
NCT01229371,0.2252252252,Immunogenicity and Safety Study to Assess Influenza Vaccine Formulated With Haemagglutinin (HA) Antigen From Two Suppliers,Completed,Phase 3,Randomized,October 2010,December 2010,Prevention,Allschwil,,4123,All,18 Years,,2010-12-01,2010-10-01,61.0
NCT01230710,7.843137255,A Study of Tarceva (Erlotinib) in Patients With Locally Advanced or Metastatic Non-small Cell Lung Cancer Following 4 Cycles of Platinum-based Chemotherapy Without Disease Progression,Completed,Phase 4,Non-Randomized,March 2011,September 2013,Treatment,Bangalore,,560027,All,18 Years,,2013-09-01,2011-03-01,915.0
NCT01231464,3.304292393,"A Randomized, Double-Blind, Placebo-Controlled Study to Evaluate the Efficacy and Safety of Fluticasone Furoate Nasal Spray for 2 Weeks in Chinese Adult and Adolescent Subjects With Allergic Rhinitis",Completed,Phase 3,Randomized,September 2009,July 2010,Treatment,Nanjing,Jiangsu,210029,All,12 Years,65 Years,2010-07-01,2009-09-01,303.0
NCT01231620,6.664917138,A Study of Intravenous Zanamivir Versus Oral Oseltamivir in Adults and Adolescents Hospitalized With Influenza,Completed,Phase 3,Randomized,"January 15, 2011","March 18, 2015",Treatment,Birmingham,Alabama,35249,All,16 Years,,2015-03-01,2011-01-01,1520.0
NCT01232452,30.20960108,A Study in Non-Small Cell Lung Cancer,Completed,Phase 2,Randomized,April 2011,June 2016,Treatment,Chicago,Illinois,60611,All,18 Years,,2016-06-01,2011-04-01,1888.0
NCT01232894,19.16666667,12-week Open-label Evaluation of Efficacy and Safety of Indacaterol,Completed,Phase 3,Randomized,March 2011,May 2012,Treatment,Afula,,,All,40 Years,,2012-05-01,2011-03-01,427.0
NCT01233232,1.149425287,A 4 Week Study to Investigate the Safety and Tolerability of AZD5069 in Patients With Moderate to Severe Chronic Obstructive Pulmonary Disease (COPD),Completed,Phase 2,Randomized,November 2010,March 2011,Treatment,Sofia,,,All,40 Years,80 Years,2011-03-01,2010-11-01,120.0
NCT01233687,2.222222222,AMG 102 and Erlotinib for Advanced Non-Small Cell Lung Cancer,Completed,Phase 1/Phase 2,,August 2011,November 2014,Treatment,Pittsburgh,Pennsylvania,15232,All,18 Years,,2014-11-01,2011-08-01,1188.0
NCT01238861,11.50951213,Study to Evaluate the Efficacy and Safety of MEDI-563 in Adults With Uncontrolled Asthma,Completed,Phase 2,Randomized,December 2010,August 2013,Treatment,Birmingham,Alabama,,All,18 Years,75 Years,2013-08-01,2010-12-01,974.0
NCT01240746,7.670176499,Study of Quadrivalent Influenza Vaccine Among Children,Completed,Phase 3,Randomized,November 2010,February 2012,Prevention,Dothan,Alabama,36305,All,6 Months,8 Years,2012-02-01,2010-11-01,457.0
NCT01243775,6.060606061,BELotaxel(Docetaxel) and bellOXa(Oxaliplatin) in Advanced NSCLC,Completed,Phase 2,,November 2010,January 2013,Treatment,Hwasun,Jeonnam,519-809,All,18 Years,,2013-01-01,2010-11-01,792.0
NCT01244984,8.363201912,A Long-term Safety Study of Fluticasone Furoate (FF)/GW642444 and FF in Japanese Subjects With Asthma,Completed,Phase 3,Non-Randomized,July 2010,January 2012,Treatment,Chiba,,277-0863,All,18 Years,,2012-01-01,2010-07-01,549.0
NCT01248065,10.77943615,Study of the Effect of Vitamin D as an Add-on Therapy to Corticosteroids in Asthma,Completed,Phase 3,Randomized,April 2011,January 2014,Treatment,San Francisco,California,94143,All,18 Years,,2014-01-01,2011-04-01,1006.0
NCT01248715,0.0,Rapid Empiric Treatment With Oseltamivir Study (RETOS),Completed,Phase 4,Randomized,November 2010,May 2016,Treatment,Louisville,Kentucky,40202,All,18 Years,,2016-05-01,2010-11-01,2008.0
NCT01249833,0.7936507937,Effect of Oseltamivir on Cognitive Function in Subjects With Influenza,Completed,Phase 4,Randomized,November 2010,April 2012,Treatment,Vancouver,British Columbia,L1V 2A6,All,18 Years,65 Years,2012-04-01,2010-11-01,517.0
NCT01253369,27.27272727,Pazopanib in Patients With Relapsed or Refractory Small Cell Lung Cancer,Completed,Phase 2,,June 2010,December 2014,Treatment,Boston,Massachusetts,02114,All,18 Years,,2014-12-01,2010-06-01,1644.0
NCT01253577,2.857142857,A Clinical Evaluation of a Steroid-Coated Sinus Stent When Used Following Functional Endoscopic Sinus Surgery in Patients With Chronic Sinusitis,Completed,Phase 3,Randomized,December 2009,October 2010,Treatment,Fresno,California,93720,All,18 Years,,2010-10-01,2009-12-01,304.0
NCT01255592,13.46153846,Evaluation of the Effect of AZD5069 in Patients With Bronchiectasis,Completed,Phase 2,Randomized,February 2011,February 2012,Treatment,Ostrava,East Yorkshire,,All,18 Years,80 Years,2012-02-01,2011-02-01,365.0
NCT01257230,5.341812676,Efficacy and Safety of 2 Doses of Tiotropium Via Respimat Compared to Placebo in Adolescents With Moderate Persistent Asthma,Completed,Phase 3,Randomized,December 2010,December 2013,Treatment,Plymouth,Minnesota,,All,12 Years,17 Years,2013-12-01,2010-12-01,1096.0
NCT01258595,0.6667852063,A Study of High-Dose Trivalent Inactivated Influenza Vaccine in Adults 50 to 64 Years of Age,Completed,Phase 2,Randomized,November 2010,April 2011,Prevention,Idaho Falls,Idaho,83404,All,50 Years,64 Years,2011-04-01,2010-11-01,151.0
NCT01260181,0.0,A Study of Erlotinib in Participants With Locally Advanced or Metastatic Non-Small Cell Lung Cancer With Epidermal Growth Factor Receptor Mutations,Completed,Phase 2,,"March 31, 2011","September 29, 2017",Treatment,Aveiro,,3814-501,All,18 Years,,2017-09-01,2011-03-01,2376.0
NCT01262560,1.863498719,Manuka Honey in Preventing Esophagitis-Related Pain in Patients Receiving Chemotherapy and Radiation Therapy For Lung Cancer,Completed,Phase 2,Randomized,February 2012,November 2014,Supportive Care,Mobile,Alabama,36608,All,18 Years,,2014-11-01,2012-02-01,1004.0
NCT01270464,13.94481305,A Study to Evaluate the Efficacy and Safety of Reslizumab (0.3 or 3.0 mg/kg) as Treatment for Patients (12-75 Years of Age) With Eosinophilic Asthma,Completed,Phase 3,Randomized,February 2011,September 2013,Treatment,Anaheim,California,,All,12 Years,75 Years,2013-09-01,2011-02-01,943.0
NCT01270958,3.333333333,"A Phase-IV, Open-label Study to Evaluate Safety/Tolerability of Once-daily AVAMYS (TM) Aqueous Nasal Spray 110mcg Among Vietnamese Adult Patients With Established Perennial Allergic Rhinitis",Completed,Phase 4,,August 2009,February 2010,,Ha Noi,,084,All,18 Years,,2010-02-01,2009-08-01,184.0
NCT01277523,1.003207932,Efficacy and Safety of 2 Doses of Tiotropium Respimat Compared to Placebo in Adolescents With Severe Persistent Asthma,Completed,Phase 3,Randomized,January 2011,October 2013,Treatment,Stockton,California,,All,12 Years,17 Years,2013-10-01,2011-01-01,1004.0
NCT01285323,12.28448276,A Study to Evaluate the Efficacy and Safety of Reslizumab in Patients With Eosinophilic Asthma,Completed,Phase 3,Randomized,March 2011,April 2014,Treatment,Mobile,Alabama,,All,12 Years,75 Years,2014-04-01,2011-03-01,1127.0
NCT01285492,8.004740358,Long Term Safety and Tolerability of QVA149 Versus Tiotropium in Japanese Patients With Chronic Obstructive Pulmonary Disease (COPD),Completed,Phase 3,Randomized,January 2011,September 2012,Treatment,Anjo,Aichi,446-8602,All,40 Years,,2012-09-01,2011-01-01,609.0
NCT01285609,36.53439758,Phase 3 Trial in Squamous Non Small Cell Lung Cancer Subjects Comparing Ipilimumab Versus Placebo in Addition to Paclitaxel and Carboplatin,Completed,Phase 3,Randomized,"January 16, 2011","August 22, 2017",Treatment,San Diego,California,92123,All,18 Years,,2017-08-01,2011-01-01,2404.0
NCT01287039,11.247909,A Study to Evaluate the Efficacy and Safety of Reslizumab (3.0 mg/kg) in the Reduction of Clinical Asthma Exacerbations in Patients (12-75 Years of Age) With Eosinophilic Asthma,Completed,Phase 3,Randomized,April 2011,March 2014,Treatment,Scottsdale,Arizona,,All,12 Years,75 Years,2014-03-01,2011-04-01,1065.0
NCT01287364,10.28173954,Evaluation of a Novel Questionnaire to Assess Patient Satisfaction With and Preference of Intranasal Corticosteroids for the Treatment of Allergic Rhinitis,Completed,Phase 3,Randomized,February 2011,April 2011,,Mission Viejo,California,92691,All,12 Years,,2011-04-01,2011-02-01,59.0
NCT01297491,38.48484848,Safety and Efficacy of BKM120 in Patients With Metastatic Non-small Cell Lung Cancer,Completed,Phase 2,Non-Randomized,May 2011,October 2014,Treatment,Chandler,Arizona,85224,All,18 Years,,2014-10-01,2011-05-01,1249.0
NCT01303510,0.9090909091,A Re-licensing Study to Assess the Efficacy of Inflexal V Formulated With WHO Recommended 2008/2009 Influenza Virus Strains for the Northern Hemisphere,Completed,Phase 4,Randomized,July 2008,July 2008,Treatment,Allschwil,,4123,All,18 Years,,2008-07-01,2008-07-01,0.0
NCT01306253,1.754385965,A Re-licensing Study to Assess the Efficacy of Inflexal V Formulated With WHO Recommended 2009/2010 Influenza Virus Strains for the Northern Hemisphere,Completed,Phase 4,Non-Randomized,June 2009,June 2009,Treatment,Allschwil,,4123,All,18 Years,,2009-06-01,2009-06-01,0.0
NCT01306305,1.818181818,A Re-licensing Study to Assess the Efficacy of Inflexal V Formulated With WHO Recommended 2010/2011 Influenza Virus Strains for the Northern Hemisphere,Completed,Phase 4,Non-Randomized,June 2010,July 2010,Treatment,Allschwil,,4123,All,18 Years,,2010-07-01,2010-06-01,30.0
NCT01307319,2.661531745,Study of an Investigational Nasal Aerosol or Placebo Nasal Aerosol in Children (Ages 6-11) With Seasonal Allergies,Completed,Phase 3,Randomized,March 2011,August 2011,Treatment,Oxford,Alabama,36203,All,6 Years,11 Years,2011-08-01,2011-03-01,153.0
NCT01310036,17.87439614,A Study of Tarceva (Erlotinib) as First Line Therapy in Participants With Non-Small Cell Lung Cancer Harbouring Epidermal Growth Factor Receptor (EGFR) Mutations,Completed,Phase 2,,"April 30, 2011","December 30, 2016",Treatment,Hong Kong,,13620,All,18 Years,,2016-12-01,2011-04-01,2071.0
NCT01311557,0.8448540707,Study of Adacel® Vaccine Administered to Persons 10 Years of Age,Completed,Phase 4,Non-Randomized,March 2011,January 2012,Prevention,Chandler,Arizona,85224,All,10 Years,11 Years,2012-01-01,2011-03-01,306.0
